0,0
1.6076e-09,4.0721e-09
9.6456e-09,1.4659e-07
4.9836e-08,3.9131e-06
2.5079e-07,9.9073e-05
1.2555e-06,0.0024807
6.2793e-06,0.061742
3.1398e-05,1.506
0.00012522,21.864
0.00028529,97.558
0.00051041,254.77
0.00080714,494.86
0.0011548,769.41
0.0015692,1051.4
0.0020543,1309.2
0.0026344,1529.3
0.0033503,1705.2
0.0042748,1834.8
0.0052748,1906.7
0.0062748,1942.5
0.0072748,1960.6
0.0082748,1969.9
0.0092748,1974.7
0.01,1976.9
0.011,1978.7
0.012,1979.9
0.013,1980.8
0.014,1981.5
0.015,1982.1
0.016,1982.7
0.017,1983.2
0.018,1983.7
0.019,1984.2
0.02,1984.6
0.021,1985.1
0.022,1985.5
0.023,1985.9
0.024,1986.4
0.025,1986.8
0.026,1987.1
0.027,1987.5
0.028,1987.9
0.029,1988.2
0.03,1988.6
0.031,1988.9
0.032,1989.2
0.033,1989.5
0.034,1989.9
0.035,1990.1
0.036,1990.4
0.037,1990.7
0.038,1991
0.039,1991.2
0.04,1991.5
0.041,1991.8
0.042,1992
0.043,1992.2
0.044,1992.5
0.045,1992.7
0.046,1992.9
0.047,1993.1
0.048,1993.3
0.049,1993.5
0.05,1993.7
0.051,1993.9
0.052,1994
0.053,1994.2
0.054,1994.4
0.055,1994.6
0.056,1994.7
0.057,1994.9
0.058,1995
0.059,1995.2
0.06,1995.3
0.061,1995.4
0.062,1995.6
0.063,1995.7
0.064,1995.8
0.065,1995.9
0.066,1996.1
0.067,1996.2
0.068,1996.3
0.069,1996.4
0.07,1996.5
0.071,1996.6
0.072,1996.7
0.073,1996.8
0.074,1996.9
0.075,1997
0.076,1997.1
0.077,1997.2
0.078,1997.2
0.079,1997.3
0.08,1997.4
0.081,1997.5
0.082,1997.5
0.083,1997.6
0.084,1997.7
0.085,1997.8
0.086,1997.8
0.087,1997.9
0.088,1997.9
0.089,1998
0.09,1998.1
0.091,1998.1
0.092,1998.2
0.093,1998.2
0.094,1998.3
0.095,1998.3
0.096,1998.4
0.097,1998.4
0.098,1998.5
0.099,1998.5
0.1,1998.6
0.101,1998.6
0.102,1998.6
0.103,1998.7
0.104,1998.7
0.105,1998.8
0.106,1998.8
0.107,1998.8
0.108,1998.9
0.109,1998.9
0.11,1998.9
0.111,1999
0.112,1999
0.113,1999
0.114,1999
0.115,1999.1
0.116,1999.1
0.117,1999.1
0.118,1999.2
0.119,1999.2
0.12,1999.2
0.121,1999.2
0.122,1999.3
0.123,1999.3
0.124,1999.3
0.125,1999.3
0.126,1999.3
0.127,1999.4
0.128,1999.4
0.129,1999.4
0.13,1999.4
0.131,1999.4
0.132,1999.4
0.133,1999.5
0.134,1999.5
0.135,1999.5
0.136,1999.5
0.137,1999.5
0.138,1999.5
0.139,1999.5
0.14,1999.6
0.141,1999.6
0.142,1999.6
0.143,1999.6
0.144,1999.6
0.145,1999.6
0.146,1999.6
0.147,1999.6
0.148,1999.7
0.149,1999.7
0.15,1999.7
0.151,1999.7
0.152,1999.7
0.153,1999.7
0.154,1999.7
0.155,1999.7
0.156,1999.7
0.157,1999.7
0.158,1999.7
0.159,1999.7
0.16,1999.8
0.161,1999.8
0.162,1999.8
0.163,1999.8
0.164,1999.8
0.165,1999.8
0.166,1999.8
0.167,1999.8
0.168,1999.8
0.169,1999.8
0.17,1999.8
0.171,1999.8
0.172,1999.8
0.173,1999.8
0.174,1999.8
0.175,1999.8
0.176,1999.8
0.177,1999.9
0.178,1999.9
0.179,1999.9
0.18,1999.9
0.181,1999.9
0.182,1999.9
