0,0
1.6076e-09,2.4432e-10
9.6456e-09,8.7956e-09
4.9836e-08,2.3478e-07
2.5079e-07,5.9444e-06
1.2555e-06,0.00014884
6.2793e-06,0.0037043
3.1398e-05,0.09034
0.00012522,1.3128
0.00028529,5.8947
0.00051041,15.671
0.00080714,31.574
0.0011548,51.96
0.0015692,76.922
0.0020532,106.02
0.0026321,140.3
0.0033461,181.62
0.0042681,233.42
0.0052681,287.64
0.0062681,339.91
0.0072681,390.29
0.0082681,438.86
0.0092681,485.67
0.01,518.86
0.011,562.79
0.012,605.13
0.013,645.94
0.014,685.28
0.015,723.2
0.016,759.76
0.017,794.99
0.018,828.95
0.019,861.69
0.02,893.25
0.021,923.66
0.022,952.98
0.023,981.25
0.024,1008.5
0.025,1034.7
0.026,1060.1
0.027,1084.5
0.028,1108
0.029,1130.6
0.03,1152.5
0.031,1173.6
0.032,1193.9
0.033,1213.4
0.034,1232.3
0.035,1250.5
0.036,1268
0.037,1284.9
0.038,1301.2
0.039,1316.9
0.04,1332
0.041,1346.6
0.042,1360.7
0.043,1374.2
0.044,1387.3
0.045,1399.9
0.046,1412
0.047,1423.7
0.048,1435
0.049,1445.8
0.05,1456.3
0.051,1466.4
0.052,1476.2
0.053,1485.5
0.054,1494.6
0.055,1503.3
0.056,1511.7
0.057,1519.8
0.058,1527.6
0.059,1535.1
0.06,1542.4
0.061,1549.4
0.062,1556.1
0.063,1562.6
0.064,1568.9
0.065,1574.9
0.066,1580.8
0.067,1586.4
0.068,1591.8
0.069,1597
0.07,1602
0.071,1606.8
0.072,1611.5
0.073,1616
0.074,1620.4
0.075,1624.5
0.076,1628.6
0.077,1632.4
0.078,1636.2
0.079,1639.8
0.08,1643.3
0.081,1646.6
0.082,1649.9
0.083,1653
0.084,1656
0.085,1658.9
0.086,1661.7
0.087,1664.4
0.088,1667
0.089,1669.5
0.09,1671.9
0.091,1674.2
0.092,1676.4
0.093,1678.6
0.094,1680.7
0.095,1682.7
0.096,1684.6
0.097,1686.5
0.098,1688.3
0.099,1690
0.1,1691.7
0.101,1693.3
0.102,1694.8
0.103,1696.3
0.104,1697.7
0.105,1699.1
0.106,1700.5
0.107,1701.8
0.108,1703
0.109,1704.2
0.11,1705.4
0.111,1706.5
0.112,1707.5
0.113,1708.6
0.114,1709.6
0.115,1710.5
0.116,1711.5
0.117,1712.4
0.118,1713.2
0.119,1714
0.12,1714.8
0.121,1715.6
0.122,1716.4
0.123,1717.1
0.124,1717.8
0.125,1718.4
0.126,1719.1
0.127,1719.7
0.128,1720.3
0.129,1720.9
0.13,1721.4
0.131,1722
0.132,1722.5
0.133,1723
0.134,1723.4
0.135,1723.9
0.136,1724.3
0.137,1724.8
0.138,1725.2
0.139,1725.6
0.14,1726
0.141,1726.3
0.142,1726.7
0.143,1727
0.144,1727.4
0.145,1727.7
0.146,1728
0.147,1728.3
0.148,1728.6
0.149,1728.9
0.15,1729.1
0.151,1729.4
0.152,1729.6
0.153,1729.9
0.154,1730.1
0.155,1730.3
0.156,1730.5
0.157,1730.7
0.158,1730.9
0.159,1731.1
0.16,1731.3
0.161,1731.5
0.162,1731.7
0.163,1731.8
0.164,1732
0.165,1732.1
0.166,1732.3
0.167,1732.4
0.168,1732.6
0.169,1732.7
0.17,1732.8
0.171,1732.9
0.172,1733.1
0.173,1733.2
0.174,1733.3
0.175,1733.4
0.176,1733.5
0.177,1733.6
0.178,1733.7
0.179,1733.8
0.18,1733.9
0.181,1733.9
0.182,1734
0.183,1734.1
0.184,1734.2
0.185,1734.3
0.186,1734.3
0.187,1734.4
0.188,1734.5
0.189,1734.5
0.19,1734.6
0.191,1734.6
0.192,1734.7
0.193,1734.8
0.194,1734.8
0.195,1734.9
0.196,1734.9
0.197,1735
0.198,1735
0.199,1735
0.2,1735.1
0.201,1735.1
0.202,1735.2
0.203,1735.2
0.204,1735.2
0.205,1735.3
0.206,1735.3
0.207,1735.3
0.208,1735.4
0.209,1735.4
0.21,1735.4
0.211,1735.5
0.212,1735.5
0.213,1735.5
0.214,1735.5
0.215,1735.6
0.216,1735.6
0.217,1735.6
0.218,1735.6
0.219,1735.7
0.22,1735.7
0.221,1735.7
0.222,1735.7
0.223,1735.7
0.224,1735.7
0.225,1735.8
0.226,1735.8
0.227,1735.8
0.228,1735.8
0.229,1735.8
0.23,1735.8
0.231,1735.9
0.232,1735.9
0.233,1735.9
0.234,1735.9
0.235,1735.9
0.236,1735.9
0.237,1735.9
0.238,1735.9
0.239,1735.9
0.24,1736
0.241,1736
0.242,1736
0.243,1736
0.244,1736
0.245,1736
0.246,1736
0.247,1736
0.248,1736
0.249,1736
0.25,1736
0.251,1736
0.252,1736
0.253,1736.1
0.254,1736.1
0.255,1736.1
0.256,1736.1
0.257,1736.1
0.258,1736.1
0.259,1736.1
0.26,1736.1
0.261,1736.1
0.262,1736.1
0.263,1736.1
0.264,1736.1
0.265,1736.1
0.266,1736.1
0.267,1736.1
0.268,1736.1
0.269,1736.1
0.27,1736.1
0.271,1736.1
0.272,1736.1
0.273,1736.1
0.274,1736.1
0.275,1736.1
0.276,1736.1
0.277,1736.1
0.278,1736.2
0.279,1736.2
0.28,1736.2
0.281,1736.2
0.282,1736.2
0.283,1736.2
0.284,1736.2
0.285,1736.2
0.286,1736.2
0.287,1736.2
0.288,1736.2
0.289,1736.2
0.29,1736.2
0.291,1736.2
0.292,1736.2
0.293,1736.2
0.294,1736.2
0.295,1736.2
0.296,1736.2
0.297,1736.2
0.298,1736.2
0.299,1736.2
0.3,1736.2
0.301,1736.2
0.302,1736.2
0.303,1736.2
0.304,1736.2
0.305,1736.2
0.306,1736.2
0.307,1736.2
0.308,1736.2
0.309,1736.2
0.31,1736.2
0.311,1736.2
0.312,1736.2
0.313,1736.2
0.314,1736.2
0.315,1736.2
0.316,1736.2
0.317,1736.2
0.318,1736.2
0.319,1736.2
0.32,1736.2
0.321,1736.2
0.322,1736.2
0.323,1736.2
0.324,1736.2
0.325,1736.2
0.326,1736.2
0.327,1736.2
0.328,1736.2
0.329,1736.2
0.33,1736.2
0.331,1736.2
0.332,1736.2
0.333,1736.2
0.334,1736.2
0.335,1736.2
0.336,1736.2
0.337,1736.2
0.338,1736.2
0.339,1736.2
0.34,1736.2
0.341,1736.2
0.342,1736.2
0.343,1736.2
0.344,1736.2
0.345,1736.2
0.346,1736.2
0.347,1736.2
0.348,1736.2
0.349,1736.2
0.35,1736.2
0.351,1736.2
0.352,1736.2
0.353,1736.2
0.354,1736.2
0.355,1736.2
0.356,1736.2
0.357,1736.2
0.358,1736.2
0.359,1736.2
0.36,1736.2
0.361,1736.2
0.362,1736.2
0.363,1736.2
0.364,1736.2
0.365,1736.2
0.366,1736.2
0.367,1736.2
0.368,1736.2
0.369,1736.2
0.37,1736.2
0.371,1736.2
0.372,1736.2
0.373,1736.2
0.374,1736.2
0.375,1736.2
